번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"3306","풀친구:사이다 그림책","사이다 지음","웅진씽크빅","2019","9788901214733","","7","","813.8","1","6","2019-10-01",
"3307","아빠 쉬는 날:차야다 그림책","차야다 글·그림","북극곰","2019","9791186797693","","7","","813.8","1","2","2019-10-01",
"3308","알밤 소풍","김지안 글·그림","재능교육","2018","9788974990459","","7","3","813.8","1","8","2019-10-01",
"3309","도토리 팬티","다카하시 노조미 글·그림;이루리 옮김","북극곰","2019","9791186797693","","7","","833.8","1","3","2019-10-01",
"3310","오늘의 마음에게 안녕?:어린이 명상 그림책","루이즈 블레이든 글;앤절라 페리니 그림;한소영 옮김","키즈엠","2019","9788997366132","","7","","843","1","3","2019-10-01",
"3311","꿀벌의 노래","커스틴 홀 글;이자벨 아르스노 그림;이순영 옮김","북극곰","2019","9791189164607","","7","","843","1","6","2019-10-01",
"3312","공주와 지빠귀수염 왕자","김인숙 글;손지영 그림","스푼북","2019","9791188283965","","7","","388.1","1","3","2019-10-01",
"3313","달케이크","그레이스 린 지음;마술연필 옮김","푸른책들","2019","9788961707114","","7","","843","1","3","2019-10-01",
"3314","수상해:슷카이 그림책","슷카이 지음","창비","2019","9788936447458","","7","","813.8","1","8","2019-10-01",
"3315","시작하는 너에게","마에다 마유미 글·그림;강방화 옮김","웅진닷컴","2019","9788901026978","","7","","833.8","1","4","2019-10-01",
"3316","사랑이야","토림이 글·그림","돌멩이","2019","9791196724108","","7","","813.8","1","1","2019-10-01",
"3317","삶","신시아 라일런트 글;브렌던 웬젤 그림;이순영 옮김","북극곰","2019","9791186797709","","7","","843","1","3","2019-10-01",
"3318","가만히 들어주었어","코리 도어펠드 글·그림;신혜은 옮김","북뱅크","2019","9788966351008","","7","","843","1","8","2019-10-01",
"3319","나무 고아원","이정록 글;박은정 그림","동심","2019","9791158877545","","7","","813.8","1","5","2019-10-01",
"3320","이상한 하루","연수 글·그림","비룡소","2019","9788949101521","","7","66","813.808","1","6","2019-10-01",
"3321","우리 옷 고운 옷 한복이 좋아요:한복 이야기","김홍신;임영주 [공]글;김원정 그림","멘토르","2016","9788963057323","","7","","592.31","1","0","2019-10-01",
"3322","사랑하는 딸에게:아름다운 세상을 살아갈 멋있고 당당한 너에게","에이미 크루즈 로젠탈;패리스 로젠탈 [공]글;명혜권 옮김;홀리 하탐 그림","더모스트북","2019","9791187304128","","7","","843","1","7","2019-10-01",
"3323","추석 전날 달밤에","천미진 글;정빛나 그림","키즈엠","2019","9788997366132","","7","","813.8","1","4","2019-10-01",
"3324","먹어도 먹어도 줄지 않는 죽:최숙희 그림책","최숙희 지음","책읽는곰","2019","9788993242300","","7","57","813.808","1","8","2019-10-01",
"3325","엄마는 왜?","김영진 글·그림","길벗어린이","2019","9788955823639","","7","","813.8","1","21","2019-10-01",
"3326","온 우주가 너를 사랑해=The whole universe loves you","김수영 글;허민영 그림","꿈꾸는지구","2019","9791196246693","","7","","375.1","1","5","2019-10-01",
"3327","오싹오싹 도깨비숲","구도 노리코 글·그림;윤수정 옮김","책읽는곰","2019","9788996017035","","7","40","808.9","1","34","2019-10-01",
"3328","꽃잎 아파트","백은하 지음","웅진씽크빅","2019","9788901051673","","7","","813.8","1","3","2019-10-01",
"3329","아름다운 실수","코리나 루이켄 지음;김세실 옮김","나는별","2018","9791195380114","","7","","843","1","5","2019-10-01",
"3330","안녕, 나의 등대","소피 블랙올 글·그림;정회성 옮김","비룡소","2019","9788949110004","","7","259","808.9","1","7","2019-10-01",
"3331","팥빙수의 전설","이지은 글·그림","웅진씽크빅","2019","9788901214733","","7","","813.8","1","24","2019-10-01",
"3332","식혜","천미진 글;민승지 그림","키즈엠","2019","9791164630110","","7","","813.8","1","10","2019-10-01",
"3333","동그라미","맥 바넷 글;존 클라센 그림;서남희 옮김","시공사","2019","9788952786678","","7","","843","1","3","2019-10-01",
"3334","난 무서운 늑대라구!","베케 블룸 글;파스칼 비에 그림;아기장수의 날개 옮김","고슴도치","2019","9788995068717","","7","","843","1","5","2019-10-01",
"3335","코끼리는 절대 안 돼!","리사 맨체프 글;유태은 그림;김선희 옮김","한림출판사","2017","9788970949642","","7","","843","1","6","2019-10-01",
"3336","물의 공주","수전 베르데 글;피터 H. 레이놀즈 그림;곽정아 옮김","크레용하우스","2017","9788955475098","","7","","843","1","6","2019-10-01",
"3337","(제로니모의)환상모험","제로니모 스틸턴 글;이승수 옮김","이퍼블릭","2019","9791160575712","9788962245332","7","29","883","1","7","2019-10-01",
"3338","(제로니모의)환상모험","제로니모 스틸턴 글;이승수 옮김","이퍼블릭","2018","9791160574470","9788962245332","7","28","883","1","2","2019-10-01",
"3339","흔한남매","흔한남매 원작;백난도 글;유난희 그림","미래엔","2019","9791164132454","9791164131679","7","2","813.8","1","82","2019-10-01",
"3340","흔한남매","흔한남매 원작;백난도 글;유난희 그림","미래엔","2019","9791164131686","9791164131679","7","1","813.8","1","73","2019-10-01",
"3341","호두네 정원:함께 가꾸는 사계절 텃밭 정원 이야기","이보림 글;레지나 그림","한겨레출판","2019","9791160402674","","7","","813.8","1","0","2019-10-01",
"3342","(읽으면서 바로 써먹는)어린이 맞춤법","한날 글·그림","파란정원","2019","9791158681647","","7","","711.25","1","27","2019-10-01",
"3343","메리는 입고 싶은 옷을 입어요","키스 네글리 지음;노지양 옮김","원더박스","2019","9788998602956","","7","","843","1","1","2019-10-01",
"3344","럭키벌레 나가신다!","신채연 글;김유대 그림","밝은미래","2019","9788992693301","","7","","813.8","1","3","2019-10-01",
"3345","접시꽃 엄마","앤 브로일즈 글;안나 올터 그림;서석영 옮김","산하","2019","9788976506009","","7","","843","1","1","2019-10-01",
"3346","쌍둥이 명예 회복","박현숙 글;이갑규 그림","국민서관","2019","9788911126606","","7","","813.8","1","4","2019-10-01",
"3347","남몰래 거울","백혜영 글;이갑규 그림","노란돼지","2019","9791159950605","","7","","813.8","1","5","2019-10-01",
"3348","이사도라 문, 오싹한 현장 학습을 가다","해리엇 먼캐스터 지음;심연희 옮김","북이십일","2019","9788950977962","9788950977986","7","6","843","1","7","2019-10-01",
"3349","이사도라 문, 큰 사고를 치다","해리엇 먼캐스터 지음;심연희 옮김","북이십일","2019","9788950977955","9788950977986","7","5","843","1","9","2019-10-01",
"3350","방정환:어린이와 민족을 위해 헌신한 사회 운동가","이재승;김대조 [공]글;신슬기 그림","시공사","2019","9788952781642","","7","16","991.1","1","3","2019-10-01",
"3351","뻔뻔한 가족","박현숙 글;정경아 그림","서유재","2019","9791189034092","","7","","813.8","1","8","2019-10-01",
"3352","어른이 뭐 그래!","문정옥 글;신민재 그림","다림","2019","9788961771955","","7","","813.8","1","5","2019-10-01",
"3353","보일 아저씨네 유리 온실","한정영 글;강대훈 도움글;김고은 그림","김영사","2019","9788934971191","","7","","430","1","2","2019-10-01",
"3354","할머니와 함께한 날","김옥애 글;이선주 그림","좋은꿈","2019","9791185903569","","7","","813.8","1","1","2019-10-01",
"3355","형이 꿈에 나타났다","박마루 글;이명애 그림","한울림어린이","2019","9791187517948","","7","","813.8","1","2","2019-10-01",
"3356","아기 고라니 눈꽃","원유순 글;구자선 그림","시공사","2019","9788952755803","","7","287","808.9","1","0","2019-10-01",
"3357","사라진 알을 찾는 가장 공평한 방법","로랑 카르동 글·그림;김지연 옮김","꿈터","2019","9791188240508","","7","","863","1","7","2019-10-01",
"3358","마법에 걸린 방","황선미 글;안경미 그림","웅진씽크빅","2019","9788901038636","","7","","813.8","1","4","2019-10-01",
"3359","그냥 베티:이선주 장편동화","이선주 지음;신진호 그림","책읽는곰","2019","9788993242461","","7","","813.8","1","2","2019-10-01",
"3360","(어린이를 위한)나는 말랄라","말랄라 유샤프자이;퍼트리샤 매코믹 [공]지음;박찬원 옮김","문학동네","2019","9788954656412","","7","","998.342","1","1","2019-10-01",
"3361","폴리애나","엘리너 H. 포터 글;스톡턴 멀포드 그림;햇살과나무꾼 옮김","비룡소","2019","9788949140728","","7","45","808.3","1","3","2019-10-01",
"3362","짝짝이 양말","황지영 글;정진희 그림","웅진씽크빅","2019","9788901038636","","7","","813.8","1","4","2019-10-01",
"3363","(세상을 읽는 커다란 눈)알고리즘","플로랑스 피노 글;뱅상 베르지에 그림;허린 옮김","다림","2019","9788961771993","","7","","005.1","1","2","2019-10-01",
"3364","사소한 질문들:45억 년 지구의 역사와 진화에 대한 과학","김은정 글·그림","한권의책","2019","9791185237398","","7","","450","1","1","2019-10-01",
"3365","열세 살, 외모 고민은 당연해:사춘기 어린이를 위한 심리 포토 에세이","김민화 글;강홍주 그림;실비아 사진","위즈덤하우스 미디어그룹","2019","9791190182966","","7","","183.2","1","1","2019-10-01",
"3366","만파식적과 시간여행","박진홍 글;김완주 그림","와이즈북스코리아","2018","9791186034460","","7","","911.05","1","2","2019-10-01",
"3367","행복한 생명","류재숙 글;원정민 그림","분홍고래","2019","9791185876481","","7","","470","1","1","2019-10-01",
"3368","(13살을 위한)놀라운 잡학사전 321","마틸다 마스터르스 글;라우이저 페르디위스 그림;최진영 옮김","그린북","2019","9788955883633","","7","","035","1","6","2019-10-01",
"3369","으랏차차 조선 실록 수호대","장은영 글;홍선주 그림","파란자전거","2019","9791188609253","","7","","813.8","1","3","2019-10-01",
"3370","(이해력이 쑥쑥 교과서)사회 경제 용어 100","조시영 글;이경국 그림","아주좋은날","2019","9791187743477","","6","","375.2","1","2","2019-10-01",
"3371","와글와글 머릿니가 돌아왔다","세브린느 뒤셴 글·그림;이지영 옮김","북멘토","2019","9788963193106","","7","","863","1","1","2019-10-01",
"3372","엄마의 희망고문","최형미 글;이영림 그림","잇츠북어린이","2019","9791187903062","","7","","813.8","1","9","2019-10-01",
"3373","엄마자판기","조경희 지음","노란돼지","2019","9791159950681","","7","","813.8","1","21","2019-10-01",
"3374","친절한 백화점","김경숙 글;황여진 그림","단비어린이","2018","9788963011646","","7","","813.8","1","2","2019-10-01",
"3375","소녀들을 위한 내 몸 안내서","소냐 르네 테일러 지음;김정은 옮김","휴머니스트","2019","9791160802559","","7","","511.165","1","3","2019-10-01",
"3376","유튜브 전쟁:나도 크리에이터가 될 거야!","양은진 글;류한서 그림","M&K","2019","9791187153009","","7","","813.8","1","14","2019-10-01",
"3377","유튜브 쫌 아는 10대:즐기는 사용자 + 의로운 감시자 되기","금준경 글;하루치 그림","풀빛","2019","9791161727318","","4","","331.65","1","3","2019-10-01",
"3378","웃어요, 고릴라 할아버지","김노은 글;김하민 그림","김영사","2019","9788934996316","","7","","813.8","1","4","2019-10-01",
"3379","프린세스, 진짜 힘을 보여 줘!","비타 머로 글;훌리아 베레시아르투 그림;김난령 옮김","북이십일","2019","9788950981402","","7","","843","1","3","2019-10-01",
"3380","(우리의 섬)투발루","조민희 글·그림","크레용하우스","2019","9788955473810","","7","","539.9","1","6","2019-10-01",
"3381","나는 3학년 2반 7번 애벌레:김원아 동화","김원아 지음;이주희 그림","창비","2016","9788936414085","","7","","813.8","1","7","2019-10-01",
"3382","보이거나 안 보이거나","요시타케 신스케 글·그림;고향옥 옮김","토토북","2019","9788964963999","","7","","833.8","1","12","2019-10-01",
"3383","(내 멋대로)동생 뽑기","최은옥 글;김무연 그림","주니어김영사","2019","9788934994947","","7","","813.8","1","26","2019-10-01",
"3384","무지개가 뀐 방이봉방방","김창완 시;오정택 그림","문학동네","2019","9788954656108","","7","70","811.8","1","0","2019-10-01",
"3385","엉덩이탐정:뿡뿡 괴도가 나타나다!","트롤 글·그림;전경아 옮김","문학수첩리틀북","2019","9788959762408","","7","","833.8","1","34","2019-10-01",
"3386","잭키 마론과 사라진 이야기 모자","프란치스카 비어만 [공]글·그림;송순섭 옮김","주니어김영사","2019","9788934995586","","7","","853","1","5","2019-10-01",
"3387","(이런 모습 처음이야!)의외로 유쾌한 생물도감","누마가사 와타리 글·그림;타카모리 마쓰미 옮김","김영사","2019","9788934995302","","7","","470","1","12","2019-10-01",
"3388","착해도 너무 착한 롤리의 일기:롤리, 드디어 입을 열다!","제프 키니 글·그림;신인수 옮김","미래엔","2019","9791164131594","","7","","843","1","14","2019-10-01",
